"FECHA CORTE","DEPTORESIDENCIA","CANTIDAD CREDITOS AL DIA","CANTIDAD CREDITOS CON MORA MENOR A 90 DIAS","CANTIDAD CREDITOS MORA MAYOR A 90 DIAS","TOTAL CREDITOS","SALDO CAPITAL","SALDO TOTAL","SALDO MORA","INDICADOR CARTERA VENCIDA","EPOCA CARTERA"
"2022 Sep 30 12:00:00 AM","CESAR","3,925","519","117","4,561","$ 105,604,165,819","$ 117,379,207,322","$ 387,860,278","8.29%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","QUINDIO","1,222","190","49","1,461","$ 31,131,513,866","$ 37,257,625,260","$ 133,181,148","8.25%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","CUNDINAMARCA","10,392","1,251","328","11,971","$ 281,109,332,204","$ 332,135,111,393","$ 1,314,989,424","8.15%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","CAUCA","1,828","236","79","2,143","$ 42,829,612,673","$ 49,242,957,192","$ 186,366,771","8.12%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","CAQUETA","509","81","15","605","$ 12,471,483,885","$ 14,003,020,720","$ 47,788,785","8.12%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","HUILA","2,051","313","81","2,445","$ 54,228,115,191","$ 62,539,814,915","$ 276,205,738","7.87%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","RISARALDA","1,977","270","100","2,347","$ 48,431,893,896","$ 57,857,332,637","$ 273,300,668","7.47%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","PUTUMAYO","974","82","26","1,082","$ 18,873,209,004","$ 21,730,275,136","$ 51,573,169","5.54%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","NARINO","4,932","582","128","5,642","$ 109,847,176,912","$ 123,522,021,545","$ 320,976,727","5.39%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","CORDOBA","17,271","1,176","483","18,930","$ 380,982,585,126","$ 418,799,342,142","$ 917,743,822","5.37%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","SUCRE","15,856","915","414","17,185","$ 315,623,643,288","$ 344,642,224,144","$ 651,280,154","4.92%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","VAUPES","1","1","2","4","$ 19,480,263","$ 42,622,020","$ 1,869,705","62.55%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","VICHADA","20","9","11","40","$ 483,189,740","$ 508,126,900","$ 48,238,556","47.68%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","SUCRE","4,166","1,367","1,818","7,351","$ 79,905,699,200","$ 82,739,789,563","$ 5,005,015,824","30.5%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","LA GUAJIRA","912","337","237","1,486","$ 27,321,044,774","$ 28,441,771,565","$ 1,093,915,467","26.05%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","CORDOBA","4,981","1,639","1,509","8,129","$ 111,000,391,910","$ 114,031,320,170","$ 4,394,209,966","24.3%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","BOLIVAR","5,537","1,882","1,515","8,934","$ 109,991,828,969","$ 116,417,179,244","$ 4,980,084,316","22.99%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","MAGDALENA","1,804","567","405","2,776","$ 43,426,085,376","$ 45,802,673,178","$ 1,470,419,613","21.48%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","ARAUCA","992","313","179","1,484","$ 16,059,161,926","$ 16,571,086,543","$ 540,275,616","20.93%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","GUAVIARE","225","67","34","326","$ 2,883,271,209","$ 2,951,912,496","$ 86,717,792","20.28%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","CESAR","1,321","421","311","2,053","$ 32,551,159,188","$ 34,752,213,413","$ 1,144,496,100","20.19%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","CASANARE","1,506","500","260","2,266","$ 26,941,313,515","$ 28,229,792,249","$ 816,811,186","19.56%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","CAQUETA","878","264","122","1,264","$ 10,879,290,260","$ 11,138,437,316","$ 297,919,737","18.98%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","ATLANTICO","11,466","3,371","2,119","16,956","$ 328,400,827,088","$ 339,435,906,724","$ 9,105,160,600","18.85%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","PUTUMAYO","1,309","430","190","1,929","$ 20,593,184,119","$ 21,339,361,437","$ 595,720,035","17.81%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","META","2,515","657","398","3,570","$ 48,009,858,083","$ 49,458,025,148","$ 1,427,309,278","16.27%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","NORTE DE SANTANDER","3,396","893","452","4,741","$ 59,820,129,472","$ 61,804,244,240","$ 1,523,897,270","15.51%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","AMAZONAS","113","44","22","179","$ 2,859,468,277","$ 2,968,807,582","$ 83,467,958","15.46%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","GUAINIA","45","20","5","70","$ 879,944,289","$ 918,927,694","$ 25,906,155","14.71%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","CAUCA","3,306","850","385","4,541","$ 50,436,644,486","$ 52,118,548,860","$ 1,188,508,888","14.3%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","RISARALDA","3,301","812","303","4,416","$ 54,904,029,049","$ 56,616,813,058","$ 1,128,643,824","12.98%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","HUILA","2,518","592","281","3,391","$ 40,996,752,451","$ 43,740,039,089","$ 880,530,575","12.83%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","SANTANDER","8,339","2,072","808","11,219","$ 166,981,703,595","$ 173,279,735,861","$ 3,276,696,679","12.49%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","BOYACA","3,984","905","357","5,246","$ 82,983,549,268","$ 85,781,467,465","$ 1,380,895,861","12.3%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","TOLIMA","3,777","908","381","5,066","$ 62,786,666,890","$ 64,561,341,612","$ 1,238,030,746","12.04%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","QUINDIO","2,061","469","180","2,710","$ 34,617,668,721","$ 35,581,988,309","$ 638,263,898","11.96%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","CHOCO","111","41","17","169","$ 1,892,235,315","$ 1,950,096,282","$ 47,041,555","11.56%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","VALLE DEL CAUCA","13,172","2,782","1,223","17,177","$ 340,037,431,727","$ 348,926,920,836","$ 5,702,782,950","11.49%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","ANTIOQUIA","10,770","2,654","969","14,393","$ 234,288,286,453","$ 240,799,753,854","$ 3,954,527,491","11.27%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","CALDAS","3,101","648","260","4,009","$ 58,850,885,759","$ 60,493,153,616","$ 918,375,867","11.15%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","NARINO","4,578","945","391","5,914","$ 70,627,675,758","$ 72,310,301,772","$ 1,307,553,836","10.59%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","SIN INFORMACION","44","7","9","60","$ 814,016,364","$ 894,373,264","$ 44,522,972","10.36%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","CUNDINAMARCA","8,398","1,702","621","10,721","$ 202,171,732,377","$ 211,174,283,542","$ 2,912,705,608","9.41%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","DISTRITO CAPITAL","38,316","7,042","2,579","47,937","$ 1,013,697,054,423","$ 1,043,974,186,866","$ 14,071,140,735","8.83%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","VAUPES","17","1","0","18","$ 290,354,054","$ 320,241,207","$ 57,457","0%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","BOYACA","3,471","533","322","4,326","$ 105,421,434,504","$ 126,925,941,109","$ 816,224,180","13.47%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","CASANARE","1,650","211","145","2,006","$ 39,834,368,365","$ 47,443,203,160","$ 261,792,235","12.73%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","ARAUCA","738","112","69","919","$ 17,292,580,337","$ 19,869,804,177","$ 114,997,494","12.09%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","CHOCO","300","44","25","369","$ 7,260,473,457","$ 8,123,610,803","$ 37,802,093","11.94%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","VICHADA","38","7","2","47","$ 735,393,002","$ 816,381,327","$ 4,658,617","11.91%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","ATLANTICO","17,711","2,187","1,637","21,535","$ 545,135,818,124","$ 618,728,541,028","$ 3,640,189,718","11.91%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","META","2,660","322","199","3,181","$ 71,851,090,837","$ 82,266,054,157","$ 456,973,447","10.86%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","SANTANDER","6,516","821","445","7,782","$ 187,193,885,688","$ 221,750,667,339","$ 1,179,338,639","10.43%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","VALLE DEL CAUCA","11,625","1,610","708","13,943","$ 376,422,878,959","$ 453,365,276,965","$ 2,256,760,107","9.76%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","GUAVIARE","233","40","14","287","$ 5,251,177,273","$ 5,910,072,649","$ 24,487,211","9.73%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","NORTE DE SANTANDER","2,654","288","197","3,139","$ 77,130,633,332","$ 89,591,052,424","$ 391,165,897","9.44%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","QUINDIO","1,199","146","68","1,413","$ 29,389,044,555","$ 35,570,213,282","$ 169,308,267","9.23%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","DISTRITO CAPITAL","33,154","3,846","1,957","38,957","$ 1,110,504,170,749","$ 1,349,119,871,597","$ 6,843,598,604","9.12%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","CALDAS","1,785","229","108","2,122","$ 44,678,508,799","$ 54,198,750,690","$ 269,066,864","8.93%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","CAUCA","1,776","168","105","2,049","$ 40,298,826,607","$ 46,657,953,322","$ 207,678,061","8.77%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","TOLIMA","2,644","300","166","3,110","$ 66,768,784,837","$ 78,642,013,486","$ 341,643,816","8.69%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","RISARALDA","1,928","186","116","2,230","$ 44,902,424,689","$ 53,957,285,853","$ 301,305,622","8.63%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","MAGDALENA","4,408","390","280","5,078","$ 106,992,002,762","$ 119,751,622,958","$ 585,424,299","8.6%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","LA GUAJIRA","2,945","324","214","3,483","$ 95,853,712,337","$ 107,377,685,461","$ 430,145,319","8.43%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","CUNDINAMARCA","10,138","929","444","11,511","$ 263,320,978,992","$ 313,746,196,954","$ 1,458,724,548","8.15%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","HUILA","2,021","206","114","2,341","$ 50,734,279,743","$ 59,125,179,195","$ 268,679,716","8.11%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","ANTIOQUIA","10,010","1,097","484","11,591","$ 255,903,552,483","$ 317,110,055,604","$ 1,362,417,573","8.08%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","CESAR","3,998","310","183","4,491","$ 102,751,474,160","$ 114,901,316,935","$ 421,522,696","6.82%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","AMAZONAS","83","6","5","94","$ 2,449,784,787","$ 2,856,436,476","$ 15,733,175","6.23%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","CORDOBA","17,016","1,002","590","18,608","$ 364,868,274,360","$ 403,251,854,864","$ 1,129,685,099","6.15%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","CAQUETA","509","53","25","587","$ 11,946,651,924","$ 13,587,691,158","$ 52,504,330","6.08%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","NARINO","4,863","432","212","5,507","$ 104,575,154,277","$ 118,887,073,915","$ 370,483,092","6.02%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","PUTUMAYO","888","81","34","1,003","$ 17,523,004,533","$ 20,054,239,438","$ 59,894,364","5.66%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","GUAINIA","14","1","0","15","$ 279,408,872","$ 317,519,375","$ 1,594,949","5.53%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","SUCRE","15,402","632","564","16,598","$ 302,726,659,434","$ 333,726,944,636","$ 749,915,942","4.97%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","EXTRANJERO","56","0","0","56","$ 5,784,698,736","$ 6,643,532,854","$ 0","0%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","EXTRANJERO","18","0","0","18","$ 1,094,946,383","$ 1,107,408,519","$ 0","0%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","VAUPES","2","3","1","6","$ 100,623,760","$ 102,423,397","$ 3,998,745","56.2%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","SUCRE","4,389","1,900","953","7,242","$ 84,571,546,568","$ 87,174,533,805","$ 2,620,904,901","27.44%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","LA GUAJIRA","954","442","166","1,562","$ 30,598,437,794","$ 33,408,332,120","$ 748,369,480","26.57%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","CORDOBA","5,306","2,003","967","8,276","$ 120,593,203,525","$ 124,691,967,080","$ 2,824,092,069","23.17%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","ARAUCA","978","369","113","1,460","$ 16,048,327,427","$ 16,574,481,518","$ 323,921,237","21.24%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","MAGDALENA","1,808","686","248","2,742","$ 43,705,523,297","$ 45,871,857,017","$ 915,276,401","20.87%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","PUTUMAYO","1,259","544","138","1,941","$ 20,875,702,122","$ 21,936,842,337","$ 412,080,931","20.48%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","CASANARE","1,546","540","197","2,283","$ 28,182,355,750","$ 29,476,610,719","$ 614,211,088","20.21%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","ATLANTICO","11,533","3,967","1,538","17,038","$ 338,655,916,053","$ 349,675,192,056","$ 6,618,945,430","19.45%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","CESAR","1,332","525","182","2,039","$ 32,773,383,349","$ 34,969,463,667","$ 660,703,195","17.95%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","META","2,406","815","259","3,480","$ 48,282,319,887","$ 49,614,090,378","$ 907,303,002","17.04%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","NORTE DE SANTANDER","3,329","1,050","316","4,695","$ 61,090,555,134","$ 62,922,188,079","$ 1,055,979,000","16.56%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","AMAZONAS","117","46","10","173","$ 2,898,787,678","$ 3,112,015,373","$ 37,987,260","16.05%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","GUAINIA","34","27","3","64","$ 808,557,519","$ 852,277,800","$ 16,450,341","14.25%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","CAUCA","3,138","979","289","4,406","$ 49,285,640,768","$ 51,081,005,644","$ 811,689,252","14.1%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","GUAVIARE","227","71","13","311","$ 2,978,235,331","$ 3,039,394,127","$ 47,936,979","13.96%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","VICHADA","30","4","5","39","$ 579,127,209","$ 601,763,567","$ 19,540,821","13.96%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","HUILA","2,450","694","196","3,340","$ 42,129,791,663","$ 44,788,084,970","$ 634,084,874","13.95%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","BOYACA","3,879","1,093","246","5,218","$ 86,644,547,622","$ 89,493,222,047","$ 1,157,115,959","13.75%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","CAQUETA","867","276","75","1,218","$ 10,573,352,896","$ 10,837,291,418","$ 176,548,678","13.33%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","TOLIMA","3,753","988","264","5,005","$ 63,252,476,844","$ 64,988,306,346","$ 877,309,179","12.92%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","RISARALDA","3,215","845","239","4,299","$ 54,953,830,882","$ 56,746,625,938","$ 783,036,457","12.69%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","SANTANDER","8,197","2,371","568","11,136","$ 173,374,792,186","$ 180,201,856,535","$ 2,397,980,583","12.42%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","ANTIOQUIA","10,581","2,797","740","14,118","$ 233,944,864,497","$ 240,468,567,908","$ 2,931,491,268","12%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","VALLE DEL CAUCA","12,829","3,173","886","16,888","$ 345,337,030,708","$ 354,636,422,372","$ 4,373,664,507","11.97%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","NARINO","4,445","1,176","248","5,869","$ 69,883,779,275","$ 71,687,478,243","$ 869,333,206","11.64%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","QUINDIO","2,000","519","126","2,645","$ 34,600,887,743","$ 35,534,687,914","$ 428,843,932","11.51%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","CALDAS","2,990","720","199","3,909","$ 58,633,761,345","$ 60,255,595,921","$ 705,069,376","11.24%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","CHOCO","106","47","14","167","$ 2,001,965,909","$ 2,060,724,218","$ 40,175,771","11.17%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","CUNDINAMARCA","8,366","1,917","497","10,780","$ 207,995,901,198","$ 217,765,493,587","$ 2,357,355,233","10.5%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","DISTRITO CAPITAL","37,418","7,900","1,931","47,249","$ 1,027,040,567,692","$ 1,058,204,173,334","$ 11,137,116,054","9.76%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","SAN ANDRES","119","30","20","169","$ 3,883,638,958","$ 4,520,014,306","$ 47,910,002","18.95%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","SAN ANDRES","121","52","25","198","$ 3,415,398,945","$ 4,225,695,661","$ 67,869,868","16.31%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","BOLIVAR","11,375","788","588","12,751","$ 261,963,331,324","$ 293,197,526,802","$ 1,184,867,413","7.82%","ESTUDIOS"
"2022 Dec 31 12:00:00 AM","BOLIVAR","5,637","2,347","873","8,857","$ 113,472,588,345","$ 119,618,180,496","$ 2,733,144,234","21.15%","AMORTIZACION"
"2022 Dec 31 12:00:00 AM","VAUPES","17","0","0","17","$ 221,832,056","$ 248,711,446","$ 0","0%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","EXTRANJERO","57","0","0","57","$ 6,147,443,617","$ 7,199,515,155","$ 0","0%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","AMAZONAS","83","13","4","100","$ 2,660,462,739","$ 3,120,436,988","$ 30,868,054","18.62%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","VICHADA","38","8","3","49","$ 822,487,710","$ 923,824,276","$ 6,790,464","15.07%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","ARAUCA","757","128","68","953","$ 19,563,695,589","$ 22,545,155,355","$ 135,367,324","13.39%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","CASANARE","1,619","262","115","1,996","$ 42,537,231,678","$ 49,974,974,551","$ 287,114,536","13.28%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","ATLANTICO","19,031","3,396","1,329","23,756","$ 623,758,466,314","$ 710,901,416,120","$ 4,704,839,538","13.26%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","BOYACA","3,536","701","260","4,497","$ 115,953,036,687","$ 138,627,948,423","$ 934,504,414","12.98%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","CHOCO","307","70","20","397","$ 8,944,798,733","$ 9,988,612,302","$ 47,679,754","11.94%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","SANTANDER","6,691","1,097","404","8,192","$ 207,380,138,026","$ 244,426,889,165","$ 1,474,744,978","11.17%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","META","2,777","403","166","3,346","$ 80,544,381,203","$ 92,805,116,079","$ 539,473,051","11.07%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","MAGDALENA","4,735","619","228","5,582","$ 127,025,408,509","$ 142,950,049,434","$ 818,185,096","10.33%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","LA GUAJIRA","3,149","560","181","3,890","$ 115,239,652,336","$ 128,990,375,073","$ 548,394,671","10.26%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","NORTE DE SANTANDER","2,697","398","179","3,274","$ 85,968,462,111","$ 99,350,177,930","$ 502,662,442","10.06%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","DISTRITO CAPITAL","34,211","4,939","1,715","40,865","$ 1,232,615,504,879","$ 1,486,178,578,160","$ 8,361,289,867","9.7%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","GUAVIARE","258","43","8","309","$ 6,151,571,342","$ 6,976,833,287","$ 27,241,455","9.63%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","TOLIMA","2,738","388","135","3,261","$ 75,074,304,549","$ 88,239,579,533","$ 418,167,772","9.63%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","RISARALDA","1,961","255","113","2,329","$ 49,978,757,857","$ 59,096,949,274","$ 375,056,091","9.5%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","CALDAS","1,880","302","90","2,272","$ 50,624,071,905","$ 60,388,078,908","$ 323,637,178","9.49%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","CUNDINAMARCA","10,323","1,132","431","11,886","$ 289,503,620,261","$ 344,586,715,782","$ 1,829,451,702","8.84%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","QUINDIO","1,300","165","59","1,524","$ 32,487,422,755","$ 39,218,411,138","$ 171,141,301","8.64%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","VALLE DEL CAUCA","12,409","1,878","581","14,868","$ 419,269,932,417","$ 502,661,536,018","$ 2,553,643,317","8.63%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","ANTIOQUIA","10,814","1,390","440","12,644","$ 289,370,776,081","$ 354,337,632,838","$ 1,649,939,858","8.49%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","CAQUETA","538","64","17","619","$ 13,899,447,146","$ 15,860,389,546","$ 68,414,785","8.28%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","HUILA","2,207","284","80","2,571","$ 58,912,188,536","$ 68,460,970,755","$ 310,402,782","8.28%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","CESAR","4,567","599","160","5,326","$ 128,042,216,698","$ 143,082,149,747","$ 559,867,605","8.09%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","BOLIVAR","12,574","1,102","504","14,180","$ 311,168,161,570","$ 350,567,965,839","$ 1,475,266,300","7.98%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","CAUCA","1,889","216","73","2,178","$ 46,887,034,359","$ 53,837,043,113","$ 216,516,108","6.81%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","PUTUMAYO","940","91","34","1,065","$ 20,288,591,334","$ 23,077,363,967","$ 74,321,529","6.04%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","NARINO","5,367","576","150","6,093","$ 123,291,645,008","$ 140,287,436,705","$ 423,014,450","5.63%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","CORDOBA","18,617","1,222","541","20,380","$ 431,001,743,518","$ 479,649,929,334","$ 1,324,980,526","5.58%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","SUCRE","16,437","765","506","17,708","$ 354,213,900,705","$ 394,336,381,175","$ 896,127,032","4.7%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","GUAINIA","17","1","1","19","$ 380,190,729","$ 431,217,473","$ 4,421,898","4.07%","ESTUDIOS"
"2023 Mar 31 12:00:00 AM","EXTRANJERO","17","1","0","18","$ 973,244,512","$ 986,298,801","$ 248,531","0%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","VAUPES","2","2","1","5","$ 84,366,328","$ 87,628,844","$ 5,339,960","99.15%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","VICHADA","22","9","8","39","$ 592,556,164","$ 624,669,253","$ 33,214,942","36.62%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","GUAINIA","31","19","12","62","$ 789,185,401","$ 847,248,867","$ 26,320,232","29.31%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","LA GUAJIRA","883","411","286","1,580","$ 31,382,702,177","$ 34,998,014,415","$ 1,132,470,338","29.22%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","SUCRE","3,949","2,011","1,325","7,285","$ 84,894,920,794","$ 88,953,922,145","$ 3,574,389,258","29.06%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","BOLIVAR","5,088","2,345","1,338","8,771","$ 112,462,416,164","$ 119,982,917,287","$ 3,932,603,110","25.52%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","CORDOBA","4,863","2,181","1,304","8,348","$ 119,990,116,320","$ 125,868,319,805","$ 3,861,061,292","24.96%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","MAGDALENA","1,644","760","376","2,780","$ 44,017,194,682","$ 46,802,384,872","$ 1,358,039,361","24.23%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","AMAZONAS","90","56","23","169","$ 2,845,418,109","$ 3,084,556,160","$ 66,546,252","23.98%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","CHOCO","93","59","24","176","$ 2,127,678,141","$ 2,276,605,427","$ 76,766,663","23.76%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","PUTUMAYO","1,154","535","241","1,930","$ 20,630,795,685","$ 22,125,471,768","$ 598,285,583","23.09%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","ARAUCA","861","409","168","1,438","$ 15,918,821,717","$ 16,620,843,982","$ 469,000,610","22.81%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","GUAVIARE","199","87","25","311","$ 2,972,802,667","$ 3,062,167,049","$ 74,562,523","22.22%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","CESAR","1,231","543","278","2,052","$ 33,144,693,648","$ 35,671,255,409","$ 968,972,365","21.42%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","ATLANTICO","10,668","4,242","2,099","17,009","$ 341,103,143,852","$ 356,437,293,887","$ 8,971,820,995","20.79%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","CASANARE","1,460","597","254","2,311","$ 28,699,562,786","$ 31,165,898,331","$ 834,495,213","19.39%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","CAQUETA","784","292","114","1,190","$ 10,524,962,097","$ 10,876,956,664","$ 251,413,209","19.32%","AMORTIZACION"
"2023 Mar 31 12:00:00 AM","META","2,235","840","367","3,442","$ 47,726,343,435","$ 49,644,784,144","$ 1,205,399,768","18.87%","AMORTIZACION"
