"FECHA CORTE","DEPTORESIDENCIA","CANTIDAD CREDITOS AL DIA","CANTIDAD CREDITOS CON MORA MENOR A 90 DIAS","CANTIDAD CREDITOS MORA MAYOR A 90 DIAS","TOTAL CREDITOS","SALDO CAPITAL","SALDO TOTAL","SALDO MORA","INDICADOR CARTERA VENCIDA","EPOCA CARTERA"
"2025 Sep 30 12:00:00 AM","NORTE DE SANTANDER","2,188","378","101","2,667","$ 99,426,972,550","$ 118,158,711,042","$ 418,650,138","8.07%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","PUTUMAYO","1,025","326","247","1,598","$ 23,570,339,875","$ 25,705,470,798","$ 975,161,065","24.75%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","PUTUMAYO","1,042","82","33","1,157","$ 33,930,502,704","$ 40,083,064,331","$ 104,767,699","4.44%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","QUINDIO","1,565","390","274","2,229","$ 41,639,239,425","$ 44,164,275,294","$ 1,229,913,901","18.8%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","QUINDIO","1,055","152","50","1,257","$ 38,086,007,688","$ 45,893,039,470","$ 172,155,887","6.82%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","RISARALDA","2,618","636","356","3,610","$ 65,383,933,699","$ 69,592,002,345","$ 1,835,788,926","17.44%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","RISARALDA","1,496","241","50","1,787","$ 56,250,268,629","$ 66,804,388,860","$ 264,335,786","5.57%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","SAN ANDRES","124","47","24","195","$ 4,447,885,218","$ 4,745,023,876","$ 132,838,808","19.87%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","SAN ANDRES","90","26","14","130","$ 5,042,535,218","$ 6,053,827,503","$ 39,005,382","13.88%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","SANTANDER","7,260","2,044","1,111","10,415","$ 235,239,039,604","$ 251,619,300,199","$ 6,460,535,072","19.71%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","SANTANDER","5,004","823","242","6,069","$ 213,917,052,301","$ 256,879,633,960","$ 1,114,490,573","9.05%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","SUCRE","6,162","2,520","3,069","11,751","$ 255,565,963,977","$ 279,850,270,390","$ 13,691,329,099","35.79%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","SUCRE","13,122","1,176","453","14,751","$ 450,176,308,116","$ 535,476,562,618","$ 1,759,041,159","5.1%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","TOLIMA","3,139","809","514","4,462","$ 83,757,013,263","$ 89,224,591,832","$ 2,534,562,422","18.65%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","TOLIMA","2,063","275","83","2,421","$ 81,328,902,276","$ 97,940,286,345","$ 294,325,082","7.3%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","VALLE DEL CAUCA","12,114","2,998","1,677","16,789","$ 488,796,347,066","$ 518,392,974,927","$ 12,166,793,965","16.9%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","VALLE DEL CAUCA","10,697","1,976","510","13,183","$ 502,769,615,513","$ 605,732,939,934","$ 2,877,869,620","9.86%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","VAUPES","8","3","5","16","$ 358,417,321","$ 389,152,540","$ 34,332,823","53.08%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","VAUPES","23","2","1","26","$ 1,067,075,101","$ 1,232,749,781","$ 4,235,739","14.39%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","VICHADA","23","11","7","41","$ 708,257,944","$ 756,272,406","$ 31,991,911","21.68%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","VICHADA","27","6","1","34","$ 1,083,744,212","$ 1,297,101,400","$ 3,464,258","10.31%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","YOPAL","0","1","0","1","$ 9,326,278","$ 9,589,982","$ 207,513","0%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","AMAZONAS","97","33","17","147","$ 3,710,534,853","$ 4,025,041,484","$ 146,682,857","36.43%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","AMAZONAS","65","8","4","77","$ 2,668,087,006","$ 3,176,408,267","$ 15,831,873","4.73%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","ANTIOQUIA","9,890","2,643","1,347","13,880","$ 334,842,269,017","$ 356,150,771,499","$ 7,951,505,314","15.79%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","ANTIOQUIA","8,522","849","517","9,888","$ 378,286,568,447","$ 459,465,677,440","$ 1,776,280,004","6.96%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","ARAUCA","817","293","178","1,288","$ 23,017,671,664","$ 24,624,944,938","$ 802,304,677","25.79%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","ARAUCA","557","48","55","660","$ 21,766,875,651","$ 26,277,292,672","$ 134,634,566","10.03%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","ATLANTICO","13,147","5,007","3,242","21,396","$ 658,991,347,774","$ 707,949,023,591","$ 22,057,296,244","23.73%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","ATLANTICO","15,838","2,079","1,862","19,779","$ 732,435,238,090","$ 883,253,889,599","$ 5,241,320,416","10.68%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","BOLIVAR","6,275","2,885","1,909","11,069","$ 274,624,737,562","$ 296,372,829,692","$ 10,914,969,638","26.42%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","BOLIVAR","11,698","761","637","13,096","$ 432,294,090,373","$ 528,923,418,638","$ 1,522,420,474","5.47%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","BOYACA","3,666","1,120","549","5,335","$ 134,056,832,550","$ 143,914,052,224","$ 3,495,203,101","18.9%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","BOYACA","2,711","308","203","3,222","$ 110,362,111,410","$ 135,216,763,987","$ 649,407,336","9.88%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","CALDAS","2,460","618","314","3,392","$ 69,936,205,606","$ 74,888,233,525","$ 1,796,502,747","18.37%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","CALDAS","1,639","150","88","1,877","$ 58,383,081,596","$ 71,362,071,620","$ 255,767,599","6.19%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","CAQUETA","649","183","117","949","$ 14,944,782,163","$ 15,881,863,906","$ 523,146,373","19.46%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","CAQUETA","500","29","16","545","$ 19,274,275,697","$ 23,442,809,844","$ 51,925,403","5.25%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","CASANARE","1,584","537","294","2,415","$ 47,726,115,415","$ 51,751,050,864","$ 1,477,403,124","23.07%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","CASANARE","929","97","87","1,113","$ 36,046,647,956","$ 44,286,882,195","$ 206,179,905","10.08%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","CAUCA","2,479","705","385","3,569","$ 53,504,120,524","$ 57,254,709,635","$ 1,533,183,686","18.7%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","CAUCA","1,859","141","97","2,097","$ 66,336,804,344","$ 80,030,475,254","$ 239,921,010","6.55%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","CESAR","1,847","836","590","3,273","$ 93,843,152,362","$ 100,317,008,794","$ 3,908,254,960","26.07%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","CESAR","5,703","392","317","6,412","$ 254,326,507,459","$ 304,436,231,819","$ 811,502,052","5.71%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","CHOCO","126","65","44","235","$ 5,574,894,521","$ 6,013,468,074","$ 266,720,045","27.66%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","CHOCO","384","42","28","454","$ 16,778,674,298","$ 20,027,574,588","$ 54,475,392","7.62%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","CORDOBA","7,418","4,070","2,556","14,044","$ 358,093,140,518","$ 386,522,551,637","$ 14,897,847,280","27.28%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","CORDOBA","18,242","1,032","793","20,067","$ 659,490,529,780","$ 786,175,127,663","$ 2,214,662,898","5.21%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","CUNDINAMARCA","8,234","1,869","972","11,075","$ 296,323,730,212","$ 316,147,722,223","$ 6,584,003,310","15.63%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","CUNDINAMARCA","7,400","598","374","8,372","$ 295,871,373,098","$ 366,966,119,594","$ 1,439,152,706","7.58%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","DISTRITO CAPITAL","35,622","7,262","3,521","46,405","$ 1,459,319,060,603","$ 1,543,682,488,129","$ 27,176,276,276","13.89%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","DISTRITO CAPITAL","25,630","2,388","1,327","29,345","$ 1,232,862,036,233","$ 1,513,324,159,464","$ 6,058,535,004","6.69%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","EXTRANJERO","44","6","3","53","$ 3,586,024,049","$ 3,791,107,358","$ 43,586,608","6.27%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","EXTRANJERO","38","0","0","38","$ 3,966,969,840","$ 5,139,422,972","$ 0","0%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","GUAINIA","27","8","6","41","$ 1,132,301,176","$ 1,199,525,678","$ 23,100,769","7.87%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","GUAINIA","27","2","2","31","$ 1,032,775,713","$ 1,216,368,442","$ 10,119,838","3.9%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","GUAVIARE","209","66","46","321","$ 5,629,194,182","$ 5,923,445,580","$ 172,976,237","18.81%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","GUAVIARE","191","12","12","215","$ 7,164,619,021","$ 8,704,772,306","$ 20,282,254","6.07%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","HUILA","2,234","591","308","3,133","$ 64,414,307,309","$ 68,844,663,602","$ 1,671,483,685","17.6%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","HUILA","1,864","148","90","2,102","$ 77,278,380,633","$ 93,705,190,041","$ 263,269,494","5.77%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","LA GUAJIRA","1,376","674","463","2,513","$ 82,463,476,098","$ 88,681,835,815","$ 3,347,784,140","27.45%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","LA GUAJIRA","3,864","352","329","4,545","$ 207,399,447,039","$ 248,057,455,217","$ 900,662,759","8.13%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","MAGDALENA","2,273","1,109","771","4,153","$ 109,176,830,839","$ 117,561,799,604","$ 4,784,636,042","29.57%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","MAGDALENA","4,437","412","368","5,217","$ 182,527,269,990","$ 219,569,661,422","$ 1,017,300,240","8.3%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","META","2,481","725","386","3,592","$ 81,730,804,521","$ 86,906,297,179","$ 2,253,893,952","20.06%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","META","1,909","173","118","2,200","$ 75,255,560,113","$ 92,241,705,260","$ 319,840,717","6.99%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","NARINO","4,367","1,153","613","6,133","$ 115,228,376,057","$ 121,944,068,313","$ 2,977,992,199","17.13%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","NARINO","5,434","366","234","6,034","$ 185,046,837,701","$ 221,482,191,441","$ 569,314,722","5.69%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","NORTE DE SANTANDER","2,978","868","504","4,350","$ 95,612,992,397","$ 102,017,115,116","$ 2,679,423,009","18.71%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","NORTE DE SANTANDER","2,111","207","140","2,458","$ 93,678,503,754","$ 113,464,511,949","$ 310,790,348","5.69%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","PUTUMAYO","983","358","209","1,550","$ 23,553,456,050","$ 25,616,986,520","$ 904,188,117","24.7%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","PUTUMAYO","991","42","45","1,078","$ 32,961,825,403","$ 39,924,522,501","$ 105,925,989","5.65%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","QUINDIO","1,598","357","229","2,184","$ 42,196,219,247","$ 44,646,738,236","$ 1,070,140,155","16.85%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","QUINDIO","1,005","95","54","1,154","$ 35,028,558,315","$ 42,962,991,198","$ 133,136,167","6.18%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","RISARALDA","2,583","661","298","3,542","$ 66,361,045,805","$ 70,356,415,175","$ 1,572,809,095","16.56%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","RISARALDA","1,436","138","61","1,635","$ 51,759,416,561","$ 62,617,473,496","$ 185,232,703","4.84%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","SAN ANDRES","136","36","28","200","$ 4,660,579,832","$ 4,985,632,879","$ 139,430,169","24.39%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","SAN ANDRES","87","14","14","115","$ 4,670,433,493","$ 5,747,241,746","$ 38,409,764","12.01%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","SANTANDER","7,268","1,991","932","10,191","$ 239,062,791,176","$ 254,733,182,216","$ 5,649,660,735","16.97%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","SANTANDER","4,750","493","298","5,541","$ 197,341,019,599","$ 240,858,565,228","$ 924,980,124","6.96%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","SUCRE","6,523","3,472","2,660","12,655","$ 293,149,239,088","$ 319,113,223,505","$ 13,742,707,817","30.14%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","SUCRE","11,647","649","692","12,988","$ 427,688,091,788","$ 516,060,702,022","$ 1,715,068,871","5.2%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","TOLIMA","3,110","778","427","4,315","$ 83,944,534,329","$ 89,212,260,349","$ 2,165,131,618","17.53%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","TOLIMA","1,941","175","93","2,209","$ 76,332,713,797","$ 93,643,656,986","$ 278,209,885","5.99%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","VALLE DEL CAUCA","12,323","2,859","1,462","16,644","$ 497,888,151,591","$ 527,330,202,800","$ 10,745,066,688","16.18%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","VALLE DEL CAUCA","10,354","1,147","725","12,226","$ 466,667,369,514","$ 572,129,000,723","$ 2,663,295,938","8.82%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","VAUPES","9","2","4","15","$ 383,694,291","$ 412,950,667","$ 27,461,049","50.78%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","VAUPES","24","1","1","26","$ 1,073,826,815","$ 1,278,710,224","$ 4,092,290","9.25%","ESTUDIOS"
"2025 Dec 31 12:00:00 AM","VICHADA","21","10","10","41","$ 779,240,022","$ 840,975,742","$ 46,325,505","51.71%","AMORTIZACION"
"2025 Dec 31 12:00:00 AM","VICHADA","24","6","0","30","$ 979,199,345","$ 1,177,059,278","$ 1,983,587","0.37%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","AMAZONAS","89","32","28","149","$ 3,850,323,599","$ 4,212,131,720","$ 198,582,725","36.05%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","AMAZONAS","53","13","3","69","$ 2,715,085,272","$ 3,275,935,274","$ 21,244,239","14.96%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","ANTIOQUIA","9,925","2,689","1,513","14,127","$ 354,268,963,539","$ 377,456,830,066","$ 9,712,002,009","17.45%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","ANTIOQUIA","7,513","1,195","310","9,018","$ 389,477,825,170","$ 473,121,107,676","$ 1,629,748,938","8.32%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","ARAUCA","828","287","185","1,300","$ 24,302,747,223","$ 26,169,916,484","$ 970,912,346","28.53%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","ARAUCA","502","78","34","614","$ 22,473,195,144","$ 27,249,509,160","$ 118,373,172","8.82%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","ATLANTICO","13,340","4,756","3,886","21,982","$ 687,322,798,050","$ 745,203,310,436","$ 27,968,616,102","29.48%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","ATLANTICO","14,235","3,523","950","18,708","$ 753,730,173,799","$ 918,820,857,362","$ 5,166,735,047","13.4%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","BOLIVAR","6,403","2,490","2,448","11,341","$ 286,453,424,674","$ 312,963,798,331","$ 14,162,977,569","33.31%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","BOLIVAR","10,952","1,295","347","12,594","$ 462,052,702,863","$ 572,907,684,345","$ 1,491,595,742","6.43%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","BOYACA","3,736","1,100","603","5,439","$ 140,932,376,394","$ 151,803,825,822","$ 4,074,711,522","20.54%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","BOYACA","2,324","469","118","2,911","$ 111,762,957,889","$ 137,103,622,806","$ 636,381,142","11.72%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","CALDAS","2,455","629","336","3,420","$ 72,910,515,859","$ 78,318,031,732","$ 2,155,885,820","19.72%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","CALDAS","1,463","193","47","1,703","$ 60,442,214,919","$ 73,726,020,002","$ 214,907,838","6.9%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","CAQUETA","651","182","131","964","$ 16,198,030,135","$ 17,286,880,534","$ 622,680,230","20.64%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","CAQUETA","427","39","15","481","$ 19,938,269,357","$ 24,274,888,622","$ 60,249,468","7.07%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","CASANARE","1,546","566","331","2,443","$ 49,320,257,373","$ 53,840,184,222","$ 1,790,747,644","26.22%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","CASANARE","794","156","54","1,004","$ 37,078,477,392","$ 45,719,471,866","$ 197,984,151","12.66%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","CAUCA","2,423","766","416","3,605","$ 57,113,545,465","$ 61,366,820,399","$ 1,922,019,012","23.22%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","CAUCA","1,634","243","59","1,936","$ 69,135,576,926","$ 83,797,197,216","$ 252,758,948","7.51%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","CESAR","2,020","750","741","3,511","$ 103,460,604,550","$ 111,453,060,018","$ 5,067,730,699","31.7%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","CESAR","5,228","693","176","6,097","$ 276,432,110,289","$ 333,861,015,694","$ 811,309,576","7.07%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","CHOCO","136","62","52","250","$ 6,088,872,453","$ 6,589,141,169","$ 300,003,492","29.58%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","CHOCO","360","65","15","440","$ 18,055,826,569","$ 21,816,822,564","$ 50,664,317","12.06%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","CORDOBA","14,521","0","0","14,521","$ 369,923,885,891","$ 403,334,660,866","$ 0","0%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","CORDOBA","17,729","1,169","501","19,399","$ 710,692,370,543","$ 851,601,322,502","$ 2,054,311,557","5.27%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","CUNDINAMARCA","8,179","2,011","1,035","11,225","$ 309,951,496,734","$ 331,453,598,094","$ 7,869,723,794","17.29%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","CUNDINAMARCA","6,704","792","239","7,735","$ 304,264,702,678","$ 377,139,375,908","$ 1,389,076,166","8.27%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","DISTRITO CAPITAL","35,444","8,195","3,774","47,413","$ 1,550,006,894,704","$ 1,643,136,215,012","$ 33,712,638,606","15.79%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","DISTRITO CAPITAL","22,353","3,306","876","26,535","$ 1,237,138,314,425","$ 1,510,142,743,403","$ 6,047,802,008","7.93%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","EXTRANJERO","51","6","3","60","$ 3,831,869,802","$ 3,969,466,935","$ 71,015,388","13.16%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","EXTRANJERO","28","0","0","28","$ 3,125,918,916","$ 4,051,885,914","$ 0","0%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","GUAINIA","22","14","7","43","$ 1,153,482,695","$ 1,239,003,079","$ 30,050,150","36.35%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","GUAINIA","24","3","1","28","$ 1,113,175,916","$ 1,329,327,527","$ 6,191,875","9.86%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","GUAVIARE","212","63","46","321","$ 5,869,103,497","$ 6,242,119,234","$ 212,106,739","21.88%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","GUAVIARE","168","22","7","197","$ 7,480,022,064","$ 9,164,389,276","$ 10,258,041","3.75%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","HUILA","2,211","618","340","3,169","$ 69,299,113,190","$ 74,214,664,004","$ 2,076,703,328","20.64%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","HUILA","1,661","225","55","1,941","$ 81,183,847,775","$ 98,339,909,689","$ 286,669,267","7.62%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","LA GUAJIRA","1,447","578","620","2,645","$ 87,943,621,448","$ 95,709,434,336","$ 4,578,432,456","34.04%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","LA GUAJIRA","3,598","595","187","4,380","$ 226,932,849,236","$ 274,502,978,851","$ 817,860,935","9.22%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","MAGDALENA","2,395","940","1,001","4,336","$ 115,624,990,657","$ 125,792,219,188","$ 6,076,393,981","34.37%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","MAGDALENA","4,031","720","209","4,960","$ 194,524,599,205","$ 236,515,703,260","$ 979,899,513","10.06%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","META","2,462","733","480","3,675","$ 85,936,061,822","$ 91,878,876,258","$ 2,851,296,375","23.01%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","META","1,690","250","81","2,021","$ 75,597,660,093","$ 93,104,214,176","$ 334,006,367","7.2%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","NARINO","4,321","1,190","700","6,211","$ 121,000,062,371","$ 128,779,976,887","$ 3,753,452,086","20.82%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","NARINO","5,085","519","113","5,717","$ 195,789,945,665","$ 236,368,926,925","$ 452,820,873","4.68%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","NORTE DE SANTANDER","2,859","964","568","4,391","$ 99,415,461,249","$ 106,747,580,197","$ 3,473,866,643","23.36%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","NORTE DE SANTANDER","1,883","301","81","2,265","$ 95,931,093,188","$ 117,122,715,252","$ 333,145,344","7.72%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","PUTUMAYO","920","378","247","1,545","$ 24,763,583,787","$ 27,051,822,796","$ 1,222,075,362","31.68%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","PUTUMAYO","925","60","26","1,011","$ 35,257,284,478","$ 43,042,368,174","$ 86,806,104","4.28%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","QUINDIO","1,558","408","244","2,210","$ 44,840,955,679","$ 47,565,069,312","$ 1,322,004,551","18.83%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","QUINDIO","883","132","29","1,044","$ 35,711,031,357","$ 43,574,078,590","$ 130,383,467","6.22%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","RISARALDA","2,493","676","341","3,510","$ 68,517,463,864","$ 72,927,891,164","$ 1,930,849,061","18.56%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","RISARALDA","1,266","195","44","1,505","$ 53,422,720,451","$ 64,565,715,628","$ 200,573,852","6.33%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","SAN ANDRES","129","49","31","209","$ 5,073,788,124","$ 5,448,013,410","$ 180,510,240","24.01%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","SAN ANDRES","71","19","10","100","$ 4,604,819,156","$ 5,712,513,233","$ 28,524,137","19.13%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","SANTANDER","7,154","2,115","1,009","10,278","$ 249,964,452,248","$ 267,489,827,594","$ 6,905,738,912","19.67%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","SANTANDER","4,178","655","185","5,018","$ 197,613,275,057","$ 241,913,188,502","$ 883,964,095","8.54%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","SUCRE","6,960","2,573","3,446","12,979","$ 302,455,349,772","$ 334,828,738,530","$ 16,904,452,900","34.74%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","SUCRE","11,080","1,035","343","12,458","$ 461,104,775,322","$ 562,954,492,627","$ 1,323,768,264","4.54%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","TOLIMA","3,059","811","471","4,341","$ 87,760,673,614","$ 93,685,687,361","$ 2,770,904,785","20.87%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","TOLIMA","1,710","253","54","2,017","$ 78,059,834,835","$ 95,915,463,298","$ 304,541,592","7.46%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","VALLE DEL CAUCA","12,374","3,070","1,606","17,050","$ 527,316,726,066","$ 560,254,789,119","$ 13,173,650,548","17.58%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","VALLE DEL CAUCA","9,373","1,570","433","11,376","$ 476,513,724,572","$ 582,328,780,704","$ 2,467,507,891","8.93%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","VAUPES","7","3","5","15","$ 379,328,896","$ 415,730,653","$ 41,664,826","58.24%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","VAUPES","23","2","1","26","$ 1,165,653,475","$ 1,413,034,736","$ 6,391,174","8.41%","ESTUDIOS"
"2026 Mar 31 12:00:00 AM","VICHADA","23","9","11","43","$ 803,740,805","$ 877,806,788","$ 61,971,349","43.31%","AMORTIZACION"
"2026 Mar 31 12:00:00 AM","VICHADA","24","4","1","29","$ 1,025,426,273","$ 1,250,992,522","$ 2,205,874","10.74%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","AMAZONAS","93","30","20","143","$ 3,657,353,861","$ 3,965,165,853","$ 174,038,696","41.59%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","AMAZONAS","52","7","5","64","$ 2,638,818,535","$ 3,238,964,192","$ 13,701,278","12.57%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","ANTIOQUIA","9,876","2,640","1,382","13,898","$ 365,649,654,993","$ 387,370,426,202","$ 7,850,735,348","14.87%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","ANTIOQUIA","7,338","832","398","8,568","$ 374,370,315,874","$ 460,210,999,920","$ 1,483,670,863","7.1%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","ARAUCA","824","281","178","1,283","$ 24,879,714,720","$ 26,561,120,491","$ 896,688,038","25.26%","AMORTIZACION"
